id	settlement_option	captive_option_outcome	settlement_type	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	tooltip	icon	base_loot	building_loot_mod	resource_transaction	uses_small_ui_template	sort_order_override	disable_gaining_action_points_for_a_turn	required_resources	resource_loot_multiplier	required_tag	required_diplomatic_stance	audio_override	allowed_building_chains	capturing_force_resource_transaction	capturing_force_resource_loot_multiplier
293667196	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_norscans	0		0	wh2_twa03_rakarth_occupation_decision_norscans		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
296124831	occupation_decision_colonise	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_phoenix_gate		0.0000
309401646	occupation_decision_occupy	enslave	wh3_dlc23_chd_tower		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy as Tower||You occupy the settlement and construct a tower.\n\n{{tr:chd_settlement_description_tower}}\n\nTowers require a large amount of resources from Mines and Factories to develop.	occupy_tower	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	2	false		1.0000			occupy_tower	wh3_main_primary_core_generic_major		0.0000
310304338	occupation_decision_do_nothing	none			0		0	wh2_main_sc_rogue_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
313355062	occupation_decision_resettle	none			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
320440271	occupation_decision_occupy	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_oak_of_ages		0.0000
323462954	occupation_decision_colonise	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_major_galleons_graveyard		0.0000
330464196	occupation_decision_occupy	kill		wh2_twa03_bundle_rakarth_occupation_kislev	0		0	wh2_twa03_rakarth_occupation_decision_kislev		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
342244081	occupation_decision_loot	none			0		0	wh3_main_sc_ogr_ogre_kingdoms_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000					wh3_dlc26_ogr_meat_looting_sacking_razing	0.0500
347600671	occupation_decision_occupy	kill			0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_occupy		0	Occupy||You occupy this settlement.	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
353169368	occupation_decision_sack	release			0		0	wh2_main_sc_chs_chaos_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	100.0000	0.5000		false	-1	false		0.0000						0.0000
361127595	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_skv_skaven_occupation_decision_raze_without_occupy_clan_moulder		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_skv_skaven_raze	100.0000	0.2000	wh2_dlc16_clan_moulder_raze	false	-1	true		0.0000						0.0000
367	occupation_decision_raze_without_occupy	kill			0		0	wh_main_occupation_decision_bretonnia_raze		0	Raze||All buildings are destroyed and the settlement is torched.\n\nAlthough they are our enemies, we belong to the same race. To destroy their settlements would be villainy indeed!	wh_main_brt_bretonnia_raze	100.0000	0.2000	wh3_main_chivalry_raze_human	false	-1	true		0.0000						0.0000
373362951	occupation_decision_resettle	enslave	wh3_dlc23_chd_tower		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Resettle as Tower||With no regions currently under your control, you have the option to settle your army here and construct a tower.\n\n{{tr:chd_settlement_description_tower}}\n\nTowers require a large amount of resources from Mines and Factories to develop.	occupy_tower	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	2	false		1.0000			occupy_tower	wh3_main_primary_core_special_major_zharr_naggrund		0.0000
386	occupation_decision_sack	kill			0		0	wh_main_occupation_decision_bretonnia_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced. \n\nNo virtuous Knight searches for gold while there is evil to root out in the Lady's blessed name!	sack	0.0000	1.0000	wh3_main_chivalry_sack	false	-1	true		0.0000						0.0000
390372202	occupation_decision_colonise	none	wh3_main_dae_slaanesh		0		0	wh3_main_sc_dae_daemons_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||For the glory of Slaanesh! Settle your troops.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_slaanesh	0.0000	1.0000	wh3_main_occupation_reward_daemons_slaanesh_colonise	true	2	true		0.0000						0.0000
393682644	occupation_decision_resettle	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_major_galleons_graveyard		0.0000
402252451	occupation_decision_colonise	none	wh3_main_dae_tzeentch		0		0	wh3_main_sc_dae_daemons_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||For the glory of Tzeentch! Settle your troops.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_tzeentch	0.0000	1.0000	wh3_main_occupation_reward_daemons_tzeentch_colonise	true	3	true		0.0000						0.0000
403649005	occupation_decision_occupy	none			0		0	wh3_main_sc_ogr_ogre_kingdoms_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
404	occupation_decision_raze_without_occupy	kill			0		0	wh_main_occupation_decision_bretonnia_raze_enemy		0	Raze||All buildings are destroyed and the settlement is torched. \n\nPurging the land of evil is a great thing, both for Bretonnia and indeed the wider world.	wh_main_brt_bretonnia_raze	100.0000	0.2000	wh3_main_chivalry_raze_enemy	false	-1	true		0.0000						0.0000
406	occupation_decision_do_nothing	none			0		0	wh2_main_sc_bst_beastmen_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
408	occupation_decision_raze_without_occupy	kill			0		0	wh_main_occupation_decision_bretonnia_raze_neutrals		0	Raze||All buildings are destroyed and the settlement is torched.\n\nPurging the land of evil is a great thing, both for Bretonnia and indeed the wider world.	wh_main_brt_bretonnia_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
411	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_bst_beastmen_occupation_decision_raze_without_occupy	wh_dlc03_bundle_horde_raze	1	Raze & Advance||Take only the prize pieces, then advance forwards!	wh_dlc03_bst_beastmen_raze_a	20.0000	0.2000		false	-1	false		0.0000						0.0000
414	occupation_decision_sack	kill			0		0	wh_main_occupation_decision_bretonnia_sack_enemy		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced. \n\nNo virtuous Knight searches for gold while there is evil to root out in the Lady's blessed name!	sack	0.0000	1.0000	wh3_main_chivalry_sack	false	-1	true		0.0000						0.0000
419	occupation_decision_colonise	none			0		0	wh2_main_sc_wef_wood_elves_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
422	occupation_decision_do_nothing	none			0		0	wh2_main_sc_wef_wood_elves_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
438	occupation_decision_occupy	kill			0		0	wh2_main_sc_wef_wood_elves_occupation_decision_occupy		0	Seeding||{{tr:occupation_decision_occupy}}	occupy	-100.0000	1.0000		false	-1	true		0.0000						0.0000
441	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_wef_wood_elves_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	wh_dlc05_wef_wood_elves_raze	100.0000	2.0000		false	-1	true		0.0000						0.0000
442	occupation_decision_resettle	none			0		0	wh2_main_sc_wef_wood_elves_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
450	occupation_decision_sack	release			0		0	wh2_main_sc_wef_wood_elves_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
455485115	occupation_decision_colonise	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
457649475	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_rogue_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
462497600	occupation_decision_colonise	enslave	wh3_dlc23_chd_outpost		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Colonise as Outpost||You settle your troops and establish a mining Outpost.\n\n{{tr:chd_settlement_description_outpost}}	occupy_outpost	0.0000	1.0000		false	0	false		0.0000			occupy_outpost	wh3_main_primary_core_generic_minor		0.0000
469931029	occupation_decision_gift_to_another_faction	enslave		wh2_dlc13_emp_returned_region	0		0	wh2_main_sc_emp_empire_occupation_decision_return_to_elector		0	Return to Elector||Return ownership of the settlement to its rightful Elector Count.	occupy	0.0000	0.0000		false	-1	true		0.0000	elector_region	neutral				0.0000
496508567	occupation_decision_raze_without_occupy	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
505	occupation_decision_colonise	none			0		0	wh2_main_sc_brt_bretonnia_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
508172808	occupation_decision_raze_without_occupy	none			0		0	wh3_dlc24_tze_the_deceivers		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.8000		false	-1	true		0.0000						0.0000
508454578	occupation_decision_occupy	none			0		0	wh3_main_sc_kho_khorne_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000	wh3_main_resource_cost_kho_occupy_settlement	false	-1	true	wh3_main_resource_cost_kho_occupy_settlement	0.0000						0.0000
511	occupation_decision_do_nothing	none			0		0	wh2_main_sc_brt_bretonnia_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
511807217	occupation_decision_sack	enslave		wh2_twa03_bundle_rakarth_occupation_norscans	0		0	wh2_twa03_rakarth_occupation_decision_norscans		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
512551807	occupation_decision_gift_to_another_faction	enslave		wh2_dlc13_emp_reinstated_elector	0		0	wh2_main_sc_emp_empire_occupation_decision_reinstate_elector		0	Return to Elector||Return ownership of the settlement to its rightful Elector Count.	occupy	0.0000	0.0000		false	-1	true		0.0000	elector_capital	neutral				0.0000
518942702	occupation_decision_sack	release			0		0	wh_dlc08_occupation_decision_norsca		0	Sack||You do not occupy the settlement but instead steal wealth and damage buildings. All captives are killed.||[[img:icon_public_order]][[/img]]{{tr:public_order}} is reduced and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
524	occupation_decision_occupy	kill			0		0	wh2_main_sc_brt_bretonnia_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
533	occupation_decision_resettle	none			0		0	wh2_main_sc_brt_bretonnia_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
538881431	occupation_decision_sack	enslave			0		0	wh3_main_sc_kho_khorne_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. 	sack	0.0000	2.0000		false	-1	false		0.0000						0.0000
555	occupation_decision_do_nothing	none			0		0	wh2_main_sc_chs_chaos_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	false		0.0000						0.0000
558001227	occupation_decision_loot	none			0		0	wh3_main_sc_ksl_kislev_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
5586644	occupation_decision_occupy	kill			0		0	wh2_main_sc_rogue_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
559770731	occupation_decision_raze_without_occupy	kill			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	wh2_dlc09_tmb_tomb_kings_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
5608357	occupation_decision_resettle	none			0		0	wh3_main_pro_sc_ksl_kislev_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
563	occupation_decision_gift_to_another_faction	enslave			0		0	wh2_main_sc_chs_chaos_occupation_decision_liberate		0	Gift to Vassal||Sack the settlement, then gift to its vassalised Norscan tribe. If the associated faction has been destroyed, they will be resurrected and become your vassal.	colonise	100.0000	0.3000		false	-1	false		0.0000	gift_region_to_norscan_faction_homeland	vassal				0.0000
570	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_chs_chaos_occupation_decision_raze_without_occupy	wh3_dlc20_bundle_loot_and_raze_settlement	2	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	false		0.0000						0.0000
588	occupation_decision_colonise	none			0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
594303340	occupation_decision_sack	none			0		0	wh3_main_sc_tze_tzeentch_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
596	occupation_decision_do_nothing	none			0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
599999523	occupation_decision_establish_foreign_slot	release			0		0	wh2_main_sc_skv_skaven_occupation_decision_sack_build_underempire		0	Expand Under-Empire||You do not capture the settlement, but instead establish an Under-City beneath it without the owner's knowledge.	sack_build_cove	0.0000	0.0000		false	-1	true		0.0000						0.0000
602869149	occupation_decision_colonise	none			0		0	wh3_main_sc_nur_nurgle_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
604	occupation_decision_loot	none			0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. [[img:icon_public_order]][[/img]]Control is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
60518285	occupation_decision_do_nothing	none			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
608	occupation_decision_occupy	none			0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
610425586	occupation_decision_sack	enslave		wh2_twa03_bundle_rakarth_occupation_dark_elves	0		0	wh2_twa03_rakarth_occupation_decision_dark_elves		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
615256079	occupation_decision_establish_foreign_slot	release			0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_sack_build_cove		0	Establish a Pirate Cove||You do not capture the settlement but instead establish a Pirate Cove inside it. From there, you can conduct business and leech off the occupier without them being aware of your presence…	sack_build_cove	0.0000	0.5000		false	-1	true		0.0000						0.0000
617	occupation_decision_raze_without_occupy	none			0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
618357381	occupation_decision_occupy_and_vassal	enslave			0		0	wh2_main_sc_chs_chaos_occupation_decision_occupy		0	Occupy and Vassalise||Occupy the settlement and vassalise its associated Norscan tribe.	occupy	0.0000	1.0000	wh3_dlc20_souls_vassalisation	false	-1	true		0.0000	norscan_homeland					0.0000
620396427	occupation_decision_gift_to_another_faction	enslave		wh2_dlc13_emp_reinstated_elector	0		0	wh2_main_sc_emp_empire_occupation_decision_reinstate_elector		0	Return to Elector||Return ownership of the settlement to its rightful Elector Count.	occupy	0.0000	0.0000		false	-1	true		0.0000	elector_capital	defensive_allies				0.0000
626	occupation_decision_resettle	none			0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
631	occupation_decision_sack	none			0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. [[img:icon_public_order]][[/img]]Control is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
643	occupation_decision_colonise	none			0		0	wh2_main_sc_emp_empire_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
650	occupation_decision_do_nothing	none			0		0	wh2_main_sc_emp_empire_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
658	occupation_decision_loot	enslave			0		0	wh2_main_sc_emp_empire_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
658217422	occupation_decision_occupy	release		wh2_dlc16_pooled_resource_world_roots_health_occupied_dummy	1		0	wh2_main_sc_wef_wood_elves_occupation_decision_raze_without_occupy_forest_border		0	Occupy Heathland||{{tr:occupation_decision_occupy}} This region is part of the ancient Heathland of a nearby Magical Forest. While occupied, it will contribute to the Forest's health.	occupy	500.0000	0.9000		false	-1	true		0.0000						0.0000
660652013	occupation_decision_occupy	none			0		0	wh3_main_sc_tze_tzeentch_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
662	occupation_decision_occupy	kill			0		0	wh2_main_sc_emp_empire_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
663054778	occupation_decision_resettle	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_gryphon_gate		0.0000
664	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_emp_empire_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
673	occupation_decision_resettle	none			0		0	wh2_main_sc_emp_empire_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
679	occupation_decision_sack	release			0		0	wh2_main_sc_emp_empire_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
685598421	occupation_decision_colonise	enslave	wh3_dlc23_chd_factory		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Colonise as Factory||You settle your troops and construct a Factory.\n\n{{tr:chd_settlement_description_factory}}	occupy_factory	0.0000	1.0000		false	1	false		0.0000			occupy_factory	wh3_main_primary_core_generic_minor		0.0000
691	occupation_decision_colonise	none			0		0	wh2_main_sc_grn_greenskins_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
694	occupation_decision_do_nothing	none			0		0	wh2_main_sc_grn_greenskins_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
696983577	occupation_decision_gift_to_another_faction	enslave			0		0	wh2_dlc13_sc_lzd_nakai_occupation_decision_region_handover	wh2_dlc13_bundle_nakai_temple_gifted	3	Gift for Quetzl||{{tr:occupation_decision_nakai}} This temple will focus mainly on Saurus, Temple Guard and Kroxigor and can unlock Protection of Quetzl army ability (grants temporary invulnerability).	placeholder	0.0000	0.3300	wh2_dlc13_occupation_reward_nakai_quetzl	true	-1	true		0.0000						0.0000
701	occupation_decision_loot	enslave			0		0	wh2_main_sc_grn_greenskins_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
707	occupation_decision_occupy	kill			0		0	wh2_main_sc_grn_greenskins_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
707729614	occupation_decision_sack	none			0		0	wh3_main_sc_nur_nurgle_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
708043342	occupation_decision_colonise	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_eagle_gate		0.0000
713002568	occupation_decision_occupy	kill			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000	wh3_main_canopic_jars_occupation	false	-1	true		0.0000						0.0000
716	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_grn_greenskins_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched.	raze	100.0000	0.2000	wh2_dlc15_waaagh_raze	false	-1	true		0.0000						0.0000
716154538	occupation_decision_gift_to_another_faction	enslave		wh2_dlc13_emp_reinstated_elector	0		0	wh2_main_sc_emp_empire_occupation_decision_reinstate_elector		0	Return to Elector||Return ownership of the settlement to its rightful Elector Count.	occupy	0.0000	0.0000		false	-1	true		0.0000	elector_capital	military_allies				0.0000
717853131	occupation_decision_colonise	kill			0		0	wh2_dlc17_bst_beastmen_major_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Raise Herdstone||Raise a Herdstone here, marking nearby regions as part of a Blood-ground.\n\nHerdstones require the [[img:icon_herdstone_shard]][[/img]]Herdstone Shard resource to construct, and cannot be constructed in existing Blood-grounds.	colonise	0.0000	1.0000	wh2_dlc17_bst_create_herdstone	false	-1	true	wh2_dlc17_bst_create_herdstone	0.0000						0.0000
724	occupation_decision_resettle	none			0		0	wh2_main_sc_grn_greenskins_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
731	occupation_decision_sack	release			0		0	wh2_main_sc_grn_greenskins_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
755822422	occupation_decision_occupy	kill		wh2_twa03_bundle_rakarth_occupation_norscans	0		0	wh2_twa03_rakarth_occupation_decision_norscans		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
782952222	occupation_decision_liberate	enslave			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_liberate		0	Create Vassal||You resurrect a faction that once existed here, but enslaved to your will.\n\nThey will be immensely grateful for this, offering their services as a [[img:icon_vassal]][[/img]]vassal.	occupy	100.0000	0.5000	wh3_main_resource_cost_sla_vassalised_faction	false	-1	true		0.0000						0.0000
